# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-T" "12" "-Q" "10" "-s" "2" "-t" "exon" "-g" "gene_id" "-a" "/export/III-data/waters/ql9f/Plasmodium_genome/pber/PlasmoDB-53_PbergheiANKA.gff" "-o" "set6.count.tsv" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam
PBANKA_1426900	PbANKA_14_v3	1035477	1038206	-	2730	4695	4273	10435	7911	7653	8109	8925	7912	15232	10511	9781	5290	6400	7824	5701	8064	8222	4828	5138	7539	3799	8521	8310	7516
PBANKA_0410900	PbANKA_04_v3	396912	397547	-	636	239	435	441	430	585	391	501	422	478	242	231	212	390	502	345	263	304	323	293	350	210	145	236	172
PBANKA_0310100	PbANKA_03_v3;PbANKA_03_v3	353087;353479	353374;353574	-;-	384	478	834	1148	1639	1619	752	1465	1435	1778	371	477	289	1133	1173	2154	1662	1248	997	1330	1784	1051	257	433	320
PBANKA_0911100	PbANKA_09_v3;PbANKA_09_v3	417615;418007	417923;418987	+;+	1290	89	173	288	33	61	192	254	401	292	243	350	223	52	129	379	33	63	107	311	535	247	321	292	150
PBANKA_1013400	PbANKA_10_v3;PbANKA_10_v3	609676;611948	611832;612244	+;+	2454	288	307	600	836	852	349	440	455	693	230	210	203	540	862	578	672	614	565	516	669	440	431	416	464
PBANKA_1208500	PbANKA_12_v3	334523	335383	+	861	105	277	249	261	389	248	354	301	249	394	338	353	182	197	137	154	160	116	187	243	189	245	404	364
PBANKA_1359300	PbANKA_13_v3	2254442	2270746	+	16305	548	389	383	505	358	622	642	501	1476	2113	2042	1226	303	456	297	496	453	202	379	330	303	1912	1682	1530
PBANKA_0213500	PbANKA_02_v3	501505	502554	+	1050	5044	6021	7114	6923	9402	6270	4418	5214	5108	2931	2267	2237	5957	5373	2633	7223	5781	3935	1756	2413	2500	1868	2432	2057
PBANKA_0309500	PbANKA_03_v3;PbANKA_03_v3	340792;341343	341006;341874	+;+	747	335	361	920	1415	1770	489	822	462	517	159	94	144	1683	1797	3052	1439	1967	2441	1217	1697	1018	112	217	124
PBANKA_0203750	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	136373;136671;136871;137016;137226;137533;137683;137933;138247;138494;138707;138978;139194	136447;136733;136929;137082;137370;137592;137804;138135;138409;138632;138812;139103;139623	-;-;-;-;-;-;-;-;-;-;-;-;-	1758	376	879	934	1502	2054	673	1199	584	639	336	215	264	1641	1227	1165	1987	1465	1285	1192	1209	1329	298	528	366
PBANKA_0921100	PbANKA_09_v3	774736	775593	+	858	997	1694	580	395	933	1562	923	2274	1367	1197	845	990	187	205	256	188	184	209	474	671	536	867	1616	1108
PBANKA_0720200	PbANKA_07_v3	739374	742547	-	3174	214	434	801	565	627	271	610	501	827	446	405	281	495	752	337	480	496	372	430	772	359	400	400	509
PBANKA_0902300	PbANKA_09_v3;PbANKA_09_v3	83432;84751	84608;91703	+;+	8130	545	345	1467	1720	1032	452	959	409	1999	2110	2318	1155	1205	1701	1136	1876	1470	680	1067	1137	893	2879	2677	2701
PBANKA_API00445	PbANKA_API_v3	33006	33094	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_0214000	PbANKA_02_v3;PbANKA_02_v3	514747;529798	529677;530043	+;+	15177	2661	1064	3692	2239	1855	2054	3024	1543	5633	9588	8834	5613	2223	3804	2527	2000	2145	1481	2702	1817	2148	10339	8954	8860
PBANKA_0101400	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	70637;71048;71765;72215;72753	70826;71523;72028;72561;75081	-;-;-;-;-	3606	1858	1694	2611	2923	2329	2199	1999	1818	3878	2239	2098	1363	2528	3717	2573	3098	3105	2207	1650	2011	1472	2753	2484	2682
PBANKA_1438500	PbANKA_14_v3;PbANKA_14_v3	1466234;1470623	1470392;1471149	-;-	4686	141	313	604	699	833	296	588	283	627	158	151	103	746	1142	896	964	1074	1205	645	842	553	124	153	189
PBANKA_0610000	PbANKA_06_v3	450413	451612	-	1200	396	559	1245	1020	980	701	909	734	863	542	465	340	773	1098	764	850	832	682	661	1052	533	388	426	462
PBANKA_1450000	PbANKA_14_v3	1934271	1937237	-	2967	272	387	490	527	543	486	424	356	647	287	257	227	640	775	627	1056	884	818	326	473	301	247	241	295
PBANKA_1420700	PbANKA_14_v3	827250	829106	-	1857	390	528	1055	331	456	694	761	834	1481	757	980	474	240	534	1108	238	325	429	787	1079	540	743	701	546
PBANKA_0211500	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	416055;416235;416501	416068;416316;417175	+;+;+	771	4193	7031	12792	22285	24520	9282	10214	4767	7386	2846	2367	1970	26759	21159	11820	38036	33539	20159	7559	9202	7792	1502	2393	1408
PBANKA_0800541	PbANKA_08_v3	32917	32989	-	73	1	5	1	0	2	1	4	4	2	1	0	0	1	0	0	1	0	1	2	1	6	1	2	0
PBANKA_1239200	PbANKA_12_v3	1504069	1505166	-	1098	133	265	295	373	384	226	551	373	562	450	448	298	324	323	248	365	459	275	278	448	241	193	382	105
PBANKA_1139900	PbANKA_11_v3	1509699	1510238	+	540	129	516	473	513	743	274	742	452	592	257	195	161	379	463	231	563	408	237	419	533	449	88	159	172
PBANKA_1101800	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	99360;99596;100078	99414;99785;103123	+;+;+	3291	56	188	185	201	254	96	134	88	158	127	119	65	127	219	82	166	161	150	55	108	52	85	104	95
PBANKA_0928900	PbANKA_09_v3;PbANKA_09_v3	1067631;1068147	1067964;1068199	+;+	387	901	2067	1001	1347	2181	1463	1334	1575	1044	544	353	521	1185	1205	979	1663	1919	1529	1364	1448	1797	544	999	857
PBANKA_0718400	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	661718;662132;664835;665062	661993;664723;664887;665098	+;+;+;+	2958	1421	944	1806	1347	1397	1286	1338	1103	2933	1744	1816	1263	1457	2850	3384	1691	2016	1831	1957	2271	1558	2093	1559	2039
PBANKA_1119700	PbANKA_11_v3	739041	740762	+	1722	718	870	1945	2296	2176	910	1823	1118	1987	857	872	606	1989	2847	2509	2178	2083	1682	2077	2982	1504	1029	1078	1308
PBANKA_1446000	PbANKA_14_v3	1763015	1765765	-	2751	626	864	129	65	211	898	202	1119	419	1079	1088	721	30	44	58	17	16	30	138	150	98	649	659	792
PBANKA_1440400	PbANKA_14_v3;PbANKA_14_v3	1526132;1527389	1527165;1527635	+;+	1281	33	20	109	194	144	37	69	20	70	60	57	39	125	215	127	282	253	128	41	98	38	46	48	51
PBANKA_0714400	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	543400;543682;543977	543417;543845;544538	-;-;-	744	384	869	1130	436	532	1347	2898	2728	3435	1477	1381	698	200	339	1432	320	334	317	2717	3670	1893	1236	1363	1183
PBANKA_1200091	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	29088;29881;30206;30426;30634;31014	29646;29963;30275;30538;30852;31118	+;+;+;+;+;+	1149	1	9	5	17	9	5	31	32	39	8	18	8	9	21	32	24	29	13	22	47	20	35	45	24
PBANKA_0104100	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	173897;174189;174427;174576	174010;174283;174498;175356	+;+;+;+	1062	2874	5514	6005	4233	6219	6621	7034	7723	6376	3785	2907	2802	5443	5273	6558	3797	4703	4958	7498	8927	9093	3737	5988	3699
PBANKA_1420800	PbANKA_14_v3	831082	834675	+	3594	3181	3383	1060	699	1239	4544	1030	8027	2962	8754	9360	5451	470	871	979	635	767	734	774	1171	681	11201	11012	11837
PBANKA_0608300	PbANKA_06_v3	392324	394690	-	2367	101	224	245	198	222	169	318	316	475	325	346	207	167	194	173	223	145	159	231	400	168	283	397	283
PBANKA_0300900	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	30365;30486;30811;31066	30383;30711;30891;31102	-;-;-;-	363	171	542	407	208	438	353	453	435	371	187	138	109	114	126	218	137	113	135	305	334	317	72	139	91
PBANKA_1335600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1419071;1419350;1422454	1419141;1422344;1422732	+;+;+	3345	187	447	466	287	598	212	254	223	217	123	105	107	294	366	169	185	220	190	173	241	185	111	115	190
PBANKA_0923900	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	858899;859152;859530	858995;859253;859759	+;+;+	429	44	184	116	285	382	80	154	106	139	64	57	45	227	241	120	353	308	239	113	143	103	41	74	61
PBANKA_1115900	PbANKA_11_v3	603532	607329	+	3798	135	422	581	347	676	274	319	162	178	113	63	55	393	540	350	473	526	490	230	365	280	81	100	72
PBANKA_0517400	PbANKA_05_v3	637132	639843	-	2712	1361	1303	1635	1251	1232	1877	1138	1480	2137	2226	2412	1448	1084	1460	1057	1103	1385	1014	1214	1415	862	1921	2119	1618
PBANKA_0612000	PbANKA_06_v3	520123	520845	+	723	13	24	34	47	52	16	27	20	44	36	42	24	57	64	30	41	36	32	17	45	25	49	48	51
PBANKA_0610300	PbANKA_06_v3;PbANKA_06_v3	468199;468663	468226;469324	+;+	690	3948	6948	7576	4979	3269	12459	25540	22976	21123	13019	12313	8343	3623	7720	27322	3563	9084	11991	18308	18542	18646	5319	7826	5824
PBANKA_1036400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1477776;1478399;1480024;1480205;1480623	1478217;1479891;1480090;1480391;1481049	+;+;+;+;+	2616	466	363	1273	1719	1395	809	1031	667	1445	855	719	505	2016	3308	3109	3407	4961	4106	1326	1820	770	640	694	533
PBANKA_1033000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1335749;1338777;1339041	1338686;1338811;1339091	-;-;-	3024	608	462	2047	2256	1811	808	1152	679	1741	1072	952	598	2056	2839	2153	2558	2275	1611	1262	1694	898	1181	1287	1115
PBANKA_1201100	PbANKA_12_v3	73439	76177	+	2739	218	288	599	391	324	389	336	228	572	448	454	300	310	473	348	330	291	259	217	314	260	446	514	438
PBANKA_1126200	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	959676;960410;960759	960154;960467;960791	-;-;-	570	3352	4443	5714	2735	2400	6351	10066	9249	8146	6058	4849	4010	2196	3043	6402	981	1810	2567	7947	8878	7696	3491	6122	3983
PBANKA_1135400	PbANKA_11_v3	1330430	1332550	-	2121	245	467	908	611	702	516	1351	759	1502	758	750	438	348	516	765	254	308	413	717	1085	485	513	632	488
PBANKA_1421241	PbANKA_14_v3	848394	848473	+	80	2	9	4	6	12	5	3	4	4	1	1	0	2	1	4	7	6	1	2	6	3	1	4	0
PBANKA_1409700	PbANKA_14_v3	418470	420050	-	1581	214	250	240	168	233	200	405	413	655	428	382	253	95	171	190	101	96	62	328	435	240	359	362	375
PBANKA_0835300	PbANKA_08_v3;PbANKA_08_v3	1304781;1305699	1305479;1305707	-;-	708	1702	3236	3790	3947	5188	4038	4216	3018	3507	1677	1573	1276	3432	3304	3509	5019	4088	4164	2863	3578	3098	948	1714	1049
PBANKA_1005500	PbANKA_10_v3	285740	287614	-	1875	347	242	774	1065	597	347	590	196	898	352	429	270	633	1216	1052	1088	1159	946	537	742	357	321	307	278
PBANKA_0623500	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	965095;965401;965729;966005;966168;966550	965196;965634;965838;966074;966393;966872	-;-;-;-;-;-	1065	873	1541	2981	3703	4266	1448	2368	1632	1824	1137	836	713	3141	2730	1493	2411	2808	2143	1016	1329	1052	690	1195	672
PBANKA_0204500	PbANKA_02_v3;PbANKA_02_v3	151574;154588	154509;154801	-;-	3150	3698	4438	5983	2436	3948	4689	3958	4426	5179	5982	4640	3763	2332	2640	2022	2085	1767	1665	3295	4299	2562	4893	5313	5373
PBANKA_MIT00400	PbANKA_MIT_v3	125	163	+	39	1	1	14	0	18	7	11	17	9	13	6	3	12	3	14	8	5	9	25	20	40	26	53	31
PBANKA_0602500	PbANKA_06_v3	167691	169325	-	1635	446	719	2121	3273	3713	1190	1579	668	1122	234	167	161	2131	2555	2703	3244	2652	2443	2029	2815	1757	170	203	236
PBANKA_1337700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1494951;1495144;1495412	1495029;1495323;1496154	+;+;+	1002	344	708	935	698	908	656	667	590	883	202	220	167	528	940	731	665	714	539	719	1028	439	245	264	346
PBANKA_0316650	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	580469;580603;580755;581025	580600;580752;580937;581069	+;+;+;+	510	34	22	15	22	21	9	11	21	40	17	24	16	21	20	27	14	16	18	33	57	20	34	32	17
PBANKA_0603500	PbANKA_06_v3	193599	194714	+	1116	31	88	490	693	986	223	428	81	263	35	44	48	898	1027	1213	1705	2134	2166	618	870	507	26	29	19
PBANKA_1025500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1040860;1041074;1048706	1040953;1048559;1053635	-;-;-	12510	577	449	990	980	615	615	1148	647	3030	3837	4099	2073	797	1152	779	919	1031	632	1003	1152	800	4824	4654	4253
PBANKA_1340700	PbANKA_13_v3;PbANKA_13_v3	1598522;1598758	1598581;1599123	+;+	426	239	685	498	701	737	406	639	672	579	216	145	172	487	513	646	669	525	480	727	762	834	158	308	276
PBANKA_0814150	PbANKA_08_v3	608503	608649	-	147	2	13	21	27	46	5	22	22	10	9	6	0	33	17	30	42	45	16	20	24	15	4	11	3
PBANKA_1318400	PbANKA_13_v3	765291	766709	+	1419	266	541	270	329	380	329	1146	836	1473	1093	1424	710	168	148	188	140	137	107	269	408	180	275	541	162
PBANKA_1403100	PbANKA_14_v3	188112	191618	+	3507	38	108	118	241	155	78	137	128	373	110	135	55	198	257	99	243	172	97	48	114	28	40	73	19
PBANKA_0416100	PbANKA_04_v3	578979	596483	+	17505	426	431	886	121	179	777	1169	876	2504	2498	2996	1518	153	375	1230	145	178	306	1626	1696	1135	3210	2386	1632
PBANKA_0317161	PbANKA_03_v3;PbANKA_03_v3	652753;652985	652758;653548	+;+	570	4515	5109	2099	1054	2614	5015	1768	4549	1684	2635	2119	2383	946	848	921	589	686	534	1059	1600	1114	2010	3376	2247
PBANKA_1118300	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	684843;685313;685686	685176;685535;686115	+;+;+	987	519	1692	1328	1647	2461	988	1746	1197	1037	351	262	297	1548	1338	904	2679	2042	1489	1226	1401	1384	282	476	422
PBANKA_1243600	PbANKA_12_v3	1639527	1641638	-	2112	610	828	3121	4132	2333	1510	4718	1262	3860	916	911	522	2684	4081	4898	2182	3431	2859	3913	5300	3616	839	970	714
PBANKA_1205800	PbANKA_12_v3	226340	226669	+	330	147	501	545	525	454	723	1469	1450	1379	308	390	197	316	435	1228	368	491	608	1350	1689	1185	212	368	210
PBANKA_0837041	PbANKA_08_v3	1389117	1389893	-	777	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
PBANKA_0715300	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	569908;570077;570342;570833;571303	569986;570215;570705;571152;571855	-;-;-;-;-	1455	324	533	1453	1691	1548	796	1648	1059	1546	435	507	329	1192	1596	1981	1296	1375	1272	1672	2134	1436	350	555	371
PBANKA_1008000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	371839;372135;373147	371890;372999;373168	+;+;+	939	355	685	1206	1004	940	744	1065	831	1153	673	666	401	921	1057	1122	1007	1534	1250	906	1394	911	515	800	451
PBANKA_1120700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	773172;773574;773817	773481;773681;773956	+;+;+	558	4277	7671	5033	8918	9262	7420	7736	9217	7477	4864	3953	3725	8911	7008	3753	9968	10132	5807	4635	5373	5255	2560	4457	2911
PBANKA_1235200	PbANKA_12_v3	1346394	1347323	-	930	369	1170	1115	1439	1683	1013	1220	923	966	381	327	266	966	1107	882	1081	1093	1027	682	940	727	226	416	299
PBANKA_0937200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1335344;1339096;1339362	1338795;1339206;1339638	-;-;-	3840	1163	843	1768	3885	2398	1433	1431	562	3259	2643	2891	1295	4768	8121	3997	9625	12210	7573	1331	1701	1135	2073	2074	1317
PBANKA_1335900	PbANKA_13_v3	1427819	1430236	+	2418	158	489	240	321	259	400	728	573	893	524	533	329	126	135	220	108	140	106	390	561	191	396	488	332
PBANKA_0521221	PbANKA_05_v3	768187	770234	+	2048	616	1513	631	1185	1567	720	1631	2261	1757	626	470	517	826	383	543	1228	1058	404	532	539	409	212	489	244
PBANKA_1460300	PbANKA_14_v3;PbANKA_14_v3	2295427;2297078	2296920;2297233	+;+	1650	51	168	154	141	310	89	135	99	137	67	60	69	168	104	108	203	144	105	139	147	203	94	95	102
PBANKA_0913600	PbANKA_09_v3	514313	516175	-	1863	151	191	334	41	107	159	244	405	414	385	473	330	64	75	275	42	59	89	311	573	257	454	444	277
PBANKA_1442400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1622032;1623053;1624214	1622811;1624041;1624802	-;-;-	2358	34	31	76	98	63	37	54	48	94	129	109	52	53	84	72	52	72	54	39	110	36	86	118	56
PBANKA_0834300	PbANKA_08_v3	1281358	1285086	-	3729	290	433	633	774	660	325	398	324	578	360	351	248	687	1356	597	1402	1120	618	385	554	367	320	367	306
PBANKA_0818000	PbANKA_08_v3	724441	729969	-	5529	402	392	470	251	263	403	478	385	1008	1151	1145	755	183	344	359	232	227	152	572	765	432	1242	1047	1165
PBANKA_1462700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2364594;2364855;2365095;2365318	2364724;2364971;2365159;2371577	-;-;-;-	6573	708	1003	1172	1151	896	1231	1037	938	1595	1292	1045	708	960	1339	898	1661	2022	1630	748	1146	784	1200	1408	1239
PBANKA_0712200	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	467048;467237;467466;467627;467797;468034;468206;468444;468593;468900;469088	467114;467281;467495;467681;467864;468112;468316;468495;468769;468941;469225	+;+;+;+;+;+;+;+;+;+;+	864	31687	37783	51308	23497	45854	49216	58533	62709	50903	31292	23912	19955	25151	32806	73815	25634	31198	40365	61100	75357	62205	26324	38514	29350
PBANKA_0104900	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	204670;205002;205365;205647	204794;205221;205508;206858	+;+;+;+	1701	2058	2081	6887	6172	4589	3163	3756	1779	5017	2540	2425	1729	7551	12021	6500	6514	8200	6610	2855	4831	2543	2356	2870	1941
PBANKA_1233000	PbANKA_12_v3	1272544	1272939	-	396	212	1096	475	421	476	558	370	610	333	207	152	174	231	355	136	396	311	219	221	296	244	82	180	257
PBANKA_0614200	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	601793;601955;602310;602664;602919;603172;603350;603696;603982;604290	601827;602175;602452;602779;603089;603265;603556;603826;604081;604487	+;+;+;+;+;+;+;+;+;+	1416	156	342	642	686	1108	344	607	346	348	159	149	105	973	926	978	700	697	670	625	842	671	176	243	170
PBANKA_0210700	PbANKA_02_v3;PbANKA_02_v3	395695;397488	397318;397903	+;+	2040	612	520	1720	1060	1209	700	759	292	1042	534	577	409	1105	1880	783	832	841	764	426	744	500	608	604	561
PBANKA_1315700	PbANKA_13_v3	664125	670370	+	6246	597	963	767	791	388	925	1317	1911	1481	1621	1609	1072	245	272	814	165	245	370	1212	2072	1020	2121	3273	1642
PBANKA_1347200	PbANKA_13_v3	1836200	1838230	-	2031	1378	1495	2636	2807	2922	2277	1846	1113	1939	801	686	496	3055	4815	4216	6523	8399	6559	2943	3075	1830	607	693	682
PBANKA_0316300	PbANKA_03_v3;PbANKA_03_v3	562854;563056	562928;563799	+;+	819	168	363	442	611	712	177	402	302	333	130	126	124	373	542	194	605	453	306	244	331	231	56	103	102
PBANKA_1340600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1595491;1596983;1597153;1597446;1597705	1596820;1597025;1597298;1597578;1597771	+;+;+;+;+	1719	1739	2138	2395	1469	2241	1720	1735	2103	1918	1132	819	895	1459	1742	1044	1440	1211	840	2178	2378	2452	1650	1943	2225
PBANKA_1107500	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	292810;292963;293216	292856;293121;293366	+;+;+	357	166	684	611	698	828	322	695	300	401	117	88	102	595	652	574	922	710	667	649	805	880	58	138	106
PBANKA_0203500	PbANKA_02_v3	131598	133697	+	2100	567	780	1596	2469	2223	980	1283	538	1308	489	485	376	3066	4357	3130	4751	4971	3670	1730	1837	1168	426	718	514
PBANKA_API00226	PbANKA_API_v3	24147	24217	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_1418000	PbANKA_14_v3	717151	717375	+	225	35	147	189	219	290	89	111	89	77	19	25	19	140	234	83	366	285	161	80	108	154	24	42	32
PBANKA_1356200	PbANKA_13_v3	2122254	2123813	+	1560	160	410	327	344	375	381	678	662	617	492	334	300	198	214	162	180	185	140	270	389	290	201	437	204
